"orig_trial","soa","Xloc","RT","trial_nr","target_loc","gaze_dir","resp_dir","cond","congr","correct","su"
51,500,510,344.06,87,"Left","Left","Left","Gaze shift","Congruent",1,"su6"
77,900,510,391.03,88,"Left","Left","Left","Gaze shift","Congruent",1,"su6"
31,100,510,392.13,89,"Left","Left","Left","Head shift","Congruent",1,"su6"
84,900,510,370.48,90,"Right","Left","Right","Head shift","Incongruent",1,"su6"
90,900,510,427.45,91,"Right","Right","Right","Gaze shift","Congruent",1,"su6"
17,900,510,386.54,92,"Left","Right","Left","Gaze shift","Incongruent",1,"su6"
24,900,510,313.1,93,"Right","Right","Right","Head shift","Congruent",1,"su6"
33,500,510,354.97,94,"Left","Left","Left","Head shift","Congruent",1,"su6"
94,500,510,379.73,95,"Right","Right","Right","Head shift","Congruent",1,"su6"
73,100,510,419.83,96,"Left","Left","Left","Gaze shift","Congruent",1,"su6"
73,100,510,366.42,1,"Left","Left","Left","Gaze shift","Congruent",1,"su6"
48,900,510,282.73,2,"Right","Right","Right","Head shift","Congruent",1,"su6"
68,100,510,322.88,3,"Right","Right","Right","Head shift","Congruent",1,"su6"
93,500,510,364.35,4,"Left","Right","Left","Head shift","Incongruent",1,"su6"
65,900,510,369.19,5,"Left","Right","Left","Gaze shift","Incongruent",1,"su6"
63,500,510,554.53,6,"Left","Right","Left","Gaze shift","Incongruent",1,"su6"
26,100,510,403.93,7,"Right","Left","Right","Gaze shift","Incongruent",1,"su6"
45,500,510,298.89,8,"Left","Right","Left","Head shift","Incongruent",1,"su6"
60,900,510,376.22,9,"Right","Left","Right","Head shift","Incongruent",1,"su6"
29,900,510,482.9,10,"Left","Left","Left","Gaze shift","Congruent",1,"su6"
67,100,510,386.62,11,"Left","Right","Left","Head shift","Incongruent",1,"su6"
40,500,510,356.74,12,"Right","Right","Right","Gaze shift","Congruent",1,"su6"
30,900,510,392.57,13,"Right","Left","Right","Gaze shift","Incongruent",1,"su6"
42,900,510,510.57,14,"Right","Right","Right","Gaze shift","Congruent",1,"su6"
87,500,510,322.22,15,"Left","Right","Left","Gaze shift","Incongruent",1,"su6"
90,900,510,325.06,16,"Right","Right","Right","Gaze shift","Congruent",1,"su6"
78,900,510,366.86,17,"Right","Left","Right","Gaze shift","Incongruent",1,"su6"
14,100,510,364.68,18,"Right","Right","Right","Gaze shift","Congruent",1,"su6"
46,500,510,319.07,19,"Right","Right","Right","Head shift","Congruent",1,"su6"
24,900,510,297.22,20,"Right","Right","Right","Head shift","Congruent",1,"su6"
35,900,510,347.81,21,"Left","Left","Left","Head shift","Congruent",1,"su6"
16,500,510,366.81,22,"Right","Right","Right","Gaze shift","Congruent",1,"su6"
61,100,510,369.41,23,"Left","Right","Left","Gaze shift","Incongruent",1,"su6"
69,500,510,353.19,24,"Left","Right","Left","Head shift","Incongruent",1,"su6"
5,900,510,327.68,25,"Left","Left","Left","Gaze shift","Congruent",1,"su6"
32,100,510,444.02,26,"Right","Left","Right","Head shift","Incongruent",1,"su6"
49,100,510,334.17,27,"Left","Left","Left","Gaze shift","Congruent",1,"su6"
18,900,510,321.35,28,"Right","Right","Right","Gaze shift","Congruent",1,"su6"
89,900,510,349.44,29,"Left","Right","Left","Gaze shift","Incongruent",1,"su6"
95,900,510,307.35,30,"Left","Right","Left","Head shift","Incongruent",1,"su6"
92,100,510,532.54,31,"Right","Right","Right","Head shift","Congruent",1,"su6"
51,500,510,352.13,32,"Left","Left","Left","Gaze shift","Congruent",1,"su6"
43,100,510,485.4,33,"Left","Right","Left","Head shift","Incongruent",1,"su6"
64,500,510,329.21,34,"Right","Right","Right","Gaze shift","Congruent",1,"su6"
47,900,510,339.4,35,"Left","Right","Left","Head shift","Incongruent",1,"su6"
36,900,510,362.45,36,"Right","Left","Right","Head shift","Incongruent",1,"su6"
66,900,510,364.4,37,"Right","Right","Right","Gaze shift","Congruent",1,"su6"
23,900,510,308.23,38,"Left","Right","Left","Head shift","Incongruent",1,"su6"
9,500,510,393.97,39,"Left","Left","Left","Head shift","Congruent",1,"su6"
74,100,510,397.62,40,"Right","Left","Right","Gaze shift","Incongruent",1,"su6"
86,100,510,356.17,41,"Right","Right","Right","Gaze shift","Congruent",1,"su6"
71,900,510,349.71,42,"Left","Right","Left","Head shift","Incongruent",1,"su6"
38,100,510,404.86,43,"Right","Right","Right","Gaze shift","Congruent",1,"su6"
19,100,510,358.65,44,"Left","Right","Left","Head shift","Incongruent",1,"su6"
83,900,510,341.39,45,"Left","Left","Left","Head shift","Congruent",1,"su6"
13,100,510,460.29,46,"Left","Right","Left","Gaze shift","Incongruent",1,"su6"
7,100,510,341.6,47,"Left","Left","Left","Head shift","Congruent",1,"su6"
75,500,510,302.6,48,"Left","Left","Left","Gaze shift","Congruent",1,"su6"
34,500,510,392.22,49,"Right","Left","Right","Head shift","Incongruent",1,"su6"
84,900,510,366.19,50,"Right","Left","Right","Head shift","Incongruent",1,"su6"
77,900,510,342.18,51,"Left","Left","Left","Gaze shift","Congruent",1,"su6"
33,500,510,344.36,52,"Left","Left","Left","Head shift","Congruent",1,"su6"
28,500,510,338.18,53,"Right","Left","Right","Gaze shift","Incongruent",1,"su6"
44,100,510,343.65,54,"Right","Right","Right","Head shift","Congruent",1,"su6"
56,100,510,382.69,55,"Right","Left","Right","Head shift","Incongruent",1,"su6"
53,900,510,326.23,56,"Left","Left","Left","Gaze shift","Congruent",1,"su6"
85,100,510,434.52,57,"Left","Right","Left","Gaze shift","Incongruent",1,"su6"
15,500,510,330.43,58,"Left","Right","Left","Gaze shift","Incongruent",1,"su6"
82,500,510,374.5,59,"Right","Left","Right","Head shift","Incongruent",1,"su6"
55,100,510,309.01,60,"Left","Left","Left","Head shift","Congruent",1,"su6"
79,100,510,376.24,61,"Left","Left","Left","Head shift","Congruent",1,"su6"
76,500,510,363.11,62,"Right","Left","Right","Gaze shift","Incongruent",1,"su6"
25,100,510,331.27,63,"Left","Left","Left","Gaze shift","Congruent",1,"su6"
59,900,510,330.06,64,"Left","Left","Left","Head shift","Congruent",1,"su6"
20,100,510,420.21,65,"Right","Right","Right","Head shift","Congruent",1,"su6"
21,500,510,318.01,66,"Left","Right","Left","Head shift","Incongruent",1,"su6"
41,900,510,335.81,67,"Left","Right","Left","Gaze shift","Incongruent",1,"su6"
88,500,510,430.1,68,"Right","Right","Right","Gaze shift","Congruent",1,"su6"
11,900,510,408.16,69,"Left","Left","Left","Head shift","Congruent",1,"su6"
94,500,510,364.22,70,"Right","Right","Right","Head shift","Congruent",1,"su6"
22,500,510,348.68,71,"Right","Right","Right","Head shift","Congruent",1,"su6"
81,500,510,349.64,72,"Left","Left","Left","Head shift","Congruent",1,"su6"
4,500,510,406.65,73,"Right","Left","Right","Gaze shift","Incongruent",1,"su6"
39,500,510,325.64,74,"Left","Right","Left","Gaze shift","Incongruent",1,"su6"
91,100,510,373.9,75,"Left","Right","Left","Head shift","Incongruent",1,"su6"
6,900,510,283.18,76,"Right","Left","Right","Gaze shift","Incongruent",1,"su6"
2,100,510,375.9,77,"Right","Left","Right","Gaze shift","Incongruent",1,"su6"
12,900,510,319.54,78,"Right","Left","Right","Head shift","Incongruent",1,"su6"
8,100,510,507.28,79,"Right","Left","Right","Head shift","Incongruent",1,"su6"
37,100,510,373.57,80,"Left","Right","Left","Gaze shift","Incongruent",1,"su6"
52,500,510,355.13,81,"Right","Left","Right","Gaze shift","Incongruent",1,"su6"
57,500,510,398.26,82,"Left","Left","Left","Head shift","Congruent",1,"su6"
72,900,510,336.72,83,"Right","Right","Right","Head shift","Congruent",1,"su6"
10,500,510,349.01,84,"Right","Left","Right","Head shift","Incongruent",1,"su6"
50,100,510,372.52,85,"Right","Left","Right","Gaze shift","Incongruent",1,"su6"
31,100,510,379.91,86,"Left","Left","Left","Head shift","Congruent",1,"su6"
96,900,510,361.59,87,"Right","Right","Right","Head shift","Congruent",1,"su6"
54,900,510,372.34,88,"Right","Left","Right","Gaze shift","Incongruent",1,"su6"
62,100,510,432.43,89,"Right","Right","Right","Gaze shift","Congruent",1,"su6"
58,500,510,357.6,90,"Right","Left","Right","Head shift","Incongruent",1,"su6"
1,100,510,429.76,91,"Left","Left","Left","Gaze shift","Congruent",1,"su6"
80,100,510,471.36,92,"Right","Left","Right","Head shift","Incongruent",1,"su6"
27,500,510,347.93,93,"Left","Left","Left","Gaze shift","Congruent",1,"su6"
70,500,510,315.38,94,"Right","Right","Right","Head shift","Congruent",1,"su6"
17,900,510,425.83,95,"Left","Right","Left","Gaze shift","Incongruent",1,"su6"
3,500,510,332.33,96,"Left","Left","Left","Gaze shift","Congruent",1,"su6"
2,100,510,954.92,1,"Right","Left","Right","Gaze shift","Incongruent",1,"su7"
3,500,510,444.96,2,"Left","Left","Left","Gaze shift","Congruent",1,"su7"
71,900,510,436.4,3,"Left","Right","Left","Head shift","Incongruent",1,"su7"
46,500,510,544.46,4,"Right","Right","Right","Head shift","Congruent",1,"su7"
41,900,510,473.52,5,"Left","Right","Left","Gaze shift","Incongruent",1,"su7"
69,500,510,434.63,6,"Left","Right","Left","Head shift","Incongruent",1,"su7"
70,500,510,375.06,7,"Right","Right","Right","Head shift","Congruent",1,"su7"
68,100,510,537.27,8,"Right","Right","Right","Head shift","Congruent",1,"su7"
90,900,510,663.01,9,"Right","Right","Right","Gaze shift","Congruent",1,"su7"
54,900,510,377.67,10,"Right","Left","Right","Gaze shift","Incongruent",1,"su7"
88,500,510,398.45,11,"Right","Right","Right","Gaze shift","Congruent",1,"su7"
6,900,510,380.71,12,"Right","Left","Right","Gaze shift","Incongruent",1,"su7"
9,500,510,440.97,13,"Left","Left","Left","Head shift","Congruent",1,"su7"
27,500,510,452.74,14,"Left","Left","Left","Gaze shift","Congruent",1,"su7"
65,900,510,497.48,15,"Left","Right","Left","Gaze shift","Incongruent",1,"su7"
29,900,510,418.95,16,"Left","Left","Left","Gaze shift","Congruent",1,"su7"
55,100,510,428.79,17,"Left","Left","Left","Head shift","Congruent",1,"su7"
31,100,510,449.06,18,"Left","Left","Left","Head shift","Congruent",1,"su7"
39,500,510,316.42,19,"Left","Right","Left","Gaze shift","Incongruent",1,"su7"
76,500,510,365.84,20,"Right","Left","Right","Gaze shift","Incongruent",1,"su7"
43,100,510,494.15,21,"Left","Right","Left","Head shift","Incongruent",1,"su7"
44,100,510,449.08,22,"Right","Right","Right","Head shift","Congruent",1,"su7"
74,100,510,423.44,23,"Right","Left","Right","Gaze shift","Incongruent",1,"su7"
8,100,510,451.4,24,"Right","Left","Right","Head shift","Incongruent",1,"su7"
15,500,510,357.52,25,"Left","Right","Left","Gaze shift","Incongruent",1,"su7"
16,500,510,313.71,26,"Right","Right","Right","Gaze shift","Congruent",1,"su7"
89,900,510,402.79,27,"Left","Right","Left","Gaze shift","Incongruent",1,"su7"
23,900,510,400.21,28,"Left","Right","Left","Head shift","Incongruent",1,"su7"
67,100,510,571.97,29,"Left","Right","Left","Head shift","Incongruent",1,"su7"
64,500,510,382.07,30,"Right","Right","Right","Gaze shift","Congruent",1,"su7"
7,100,510,362.98,31,"Left","Left","Left","Head shift","Congruent",1,"su7"
10,500,510,316.39,32,"Right","Left","Right","Head shift","Incongruent",1,"su7"
63,500,510,376.04,33,"Left","Right","Left","Gaze shift","Incongruent",1,"su7"
42,900,510,398.46,34,"Right","Right","Right","Gaze shift","Congruent",1,"su7"
73,100,510,613.07,35,"Left","Left","Left","Gaze shift","Congruent",1,"su7"
35,900,510,426.6,36,"Left","Left","Left","Head shift","Congruent",1,"su7"
20,100,510,411.59,37,"Right","Right","Right","Head shift","Congruent",1,"su7"
86,100,510,428.12,38,"Right","Right","Right","Gaze shift","Congruent",1,"su7"
78,900,510,395.58,39,"Right","Left","Right","Gaze shift","Incongruent",1,"su7"
93,500,510,337.34,40,"Left","Right","Left","Head shift","Incongruent",1,"su7"
53,900,510,373.77,41,"Left","Left","Left","Gaze shift","Congruent",1,"su7"
92,100,510,440.78,42,"Right","Right","Right","Head shift","Congruent",1,"su7"
84,900,510,383.35,43,"Right","Left","Right","Head shift","Incongruent",1,"su7"
17,900,510,366.42,44,"Left","Right","Left","Gaze shift","Incongruent",1,"su7"
47,900,510,474.27,45,"Left","Right","Left","Head shift","Incongruent",1,"su7"
33,500,510,411.95,46,"Left","Left","Left","Head shift","Congruent",1,"su7"
48,900,510,411.88,47,"Right","Right","Right","Head shift","Congruent",1,"su7"
37,100,510,523.14,48,"Left","Right","Left","Gaze shift","Incongruent",1,"su7"
22,500,510,414.95,49,"Right","Right","Right","Head shift","Congruent",1,"su7"
38,100,510,406.35,50,"Right","Right","Right","Gaze shift","Congruent",1,"su7"
30,900,510,375.04,51,"Right","Left","Right","Gaze shift","Incongruent",1,"su7"
80,100,510,625.86,52,"Right","Left","Right","Head shift","Incongruent",1,"su7"
61,100,510,392.95,53,"Left","Right","Left","Gaze shift","Incongruent",1,"su7"
82,500,510,353.39,54,"Right","Left","Right","Head shift","Incongruent",1,"su7"
62,100,510,409.03,55,"Right","Right","Right","Gaze shift","Congruent",1,"su7"
60,900,510,402.48,56,"Right","Left","Right","Head shift","Incongruent",1,"su7"
32,100,510,494.13,57,"Right","Left","Right","Head shift","Incongruent",1,"su7"
96,900,510,408.13,58,"Right","Right","Right","Head shift","Congruent",1,"su7"
4,500,510,365.79,59,"Right","Left","Right","Gaze shift","Incongruent",1,"su7"
49,100,510,460.64,60,"Left","Left","Left","Gaze shift","Congruent",1,"su7"
87,500,510,359.29,61,"Left","Right","Left","Gaze shift","Incongruent",1,"su7"
25,100,510,402.31,62,"Left","Left","Left","Gaze shift","Congruent",1,"su7"
11,900,510,354.7,63,"Left","Left","Left","Head shift","Congruent",1,"su7"
52,500,510,391.66,64,"Right","Left","Right","Gaze shift","Incongruent",1,"su7"
72,900,510,345.34,65,"Right","Right","Right","Head shift","Congruent",1,"su7"
51,500,510,353.43,66,"Left","Left","Left","Gaze shift","Congruent",1,"su7"
91,100,510,629.15,67,"Left","Right","Left","Head shift","Incongruent",1,"su7"
1,100,510,405.38,68,"Left","Left","Left","Gaze shift","Congruent",1,"su7"
5,900,510,467.18,69,"Left","Left","Left","Gaze shift","Congruent",1,"su7"
18,900,510,559.45,70,"Right","Right","Right","Gaze shift","Congruent",1,"su7"
24,900,510,462.28,71,"Right","Right","Right","Head shift","Congruent",1,"su7"
12,900,510,417.99,72,"Right","Left","Right","Head shift","Incongruent",1,"su7"
58,500,510,341.14,73,"Right","Left","Right","Head shift","Incongruent",1,"su7"
57,500,510,421.8,74,"Left","Left","Left","Head shift","Congruent",1,"su7"
34,500,510,342.5,75,"Right","Left","Right","Head shift","Incongruent",1,"su7"
75,500,510,376.18,76,"Left","Left","Left","Gaze shift","Congruent",1,"su7"
94,500,510,366.41,77,"Right","Right","Right","Head shift","Congruent",1,"su7"
83,900,510,594.73,78,"Left","Left","Left","Head shift","Congruent",1,"su7"
81,500,510,336.7,79,"Left","Left","Left","Head shift","Congruent",1,"su7"
85,100,510,433.68,80,"Left","Right","Left","Gaze shift","Incongruent",1,"su7"
21,500,510,328.37,81,"Left","Right","Left","Head shift","Incongruent",1,"su7"
19,100,510,433.99,82,"Left","Right","Left","Head shift","Incongruent",1,"su7"
13,100,510,400.72,83,"Left","Right","Left","Gaze shift","Incongruent",1,"su7"
45,500,510,332.25,84,"Left","Right","Left","Head shift","Incongruent",1,"su7"
95,900,510,398.2,85,"Left","Right","Left","Head shift","Incongruent",1,"su7"
66,900,510,340.02,86,"Right","Right","Right","Gaze shift","Congruent",1,"su7"
40,500,510,339.84,87,"Right","Right","Right","Gaze shift","Congruent",1,"su7"
14,100,510,459.59,88,"Right","Right","Right","Gaze shift","Congruent",1,"su7"
59,900,510,424.53,89,"Left","Left","Left","Head shift","Congruent",1,"su7"
28,500,510,431.7,90,"Right","Left","Right","Gaze shift","Incongruent",1,"su7"
79,100,510,447.59,91,"Left","Left","Left","Head shift","Congruent",1,"su7"
50,100,510,430.17,92,"Right","Left","Right","Gaze shift","Incongruent",1,"su7"
36,900,510,408.04,93,"Right","Left","Right","Head shift","Incongruent",1,"su7"
77,900,510,369.15,94,"Left","Left","Left","Gaze shift","Congruent",1,"su7"
56,100,510,421.8,95,"Right","Left","Right","Head shift","Incongruent",1,"su7"
26,100,510,339.89,96,"Right","Left","Right","Gaze shift","Incongruent",1,"su7"
4,500,510,308.95,1,"Right","Left","Right","Gaze shift","Incongruent",1,"su7"
12,900,510,309.94,2,"Right","Left","Right","Head shift","Incongruent",1,"su7"
92,100,510,333.41,3,"Right","Right","Right","Head shift","Congruent",1,"su7"
6,900,510,373.13,4,"Right","Left","Right","Gaze shift","Incongruent",1,"su7"
50,100,510,430.38,5,"Right","Left","Right","Gaze shift","Incongruent",1,"su7"
84,900,510,353.34,6,"Right","Left","Right","Head shift","Incongruent",1,"su7"
22,500,510,355.35,7,"Right","Right","Right","Head shift","Congruent",1,"su7"
45,500,510,381.93,8,"Left","Right","Left","Head shift","Incongruent",1,"su7"
25,100,510,412.31,9,"Left","Left","Left","Gaze shift","Congruent",1,"su7"
79,100,510,337.44,10,"Left","Left","Left","Head shift","Congruent",1,"su7"
80,100,510,379.23,11,"Right","Left","Right","Head shift","Incongruent",1,"su7"
61,100,510,374.97,12,"Left","Right","Left","Gaze shift","Incongruent",1,"su7"
73,100,510,323.48,13,"Left","Left","Left","Gaze shift","Congruent",1,"su7"
37,100,510,415.47,14,"Left","Right","Left","Gaze shift","Incongruent",1,"su7"
57,500,510,304.46,15,"Left","Left","Left","Head shift","Congruent",1,"su7"
10,500,510,354.22,16,"Right","Left","Right","Head shift","Incongruent",1,"su7"
33,500,510,352.97,17,"Left","Left","Left","Head shift","Congruent",1,"su7"
54,900,510,335.06,18,"Right","Left","Right","Gaze shift","Incongruent",1,"su7"
18,900,510,378.75,19,"Right","Right","Right","Gaze shift","Congruent",1,"su7"
21,500,510,376.82,20,"Left","Right","Left","Head shift","Incongruent",1,"su7"
31,100,510,334.63,21,"Left","Left","Left","Head shift","Congruent",1,"su7"
20,100,510,325.28,22,"Right","Right","Right","Head shift","Congruent",1,"su7"
47,900,510,317.41,23,"Left","Right","Left","Head shift","Incongruent",1,"su7"
94,500,510,271.03,24,"Right","Right","Right","Head shift","Congruent",1,"su7"
48,900,510,318.38,25,"Right","Right","Right","Head shift","Congruent",1,"su7"
49,100,510,383.87,26,"Left","Left","Left","Gaze shift","Congruent",1,"su7"
